 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Title
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,23,203.95,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,24,200.37,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,25,190.52,FUEL,27/04/2015,,Fire Safety Regulation,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,26,187.5,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,27,186.8,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,28,185.9,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,29,175.57,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,30,172.17,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,31,171.42,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,32,170.72,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,33,168.39,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,34,164.74,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,35,155.86,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,36,153.92,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,37,151.72,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,38,151.66,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,39,150.27,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,40,145.81,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,41,142.55,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,42,139.44,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,43,138.91,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,44,134.24,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,45,133.96,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,46,131.86,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,47,130.24,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,48,128.4,FUEL,27/04/2015,,Operations Non Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,49,126.28,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,50,125.59,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,51,117.24,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,52,115.33,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,53,115.08,FUEL,27/04/2015,,Information and Communication Technology,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,54,115,FUEL,27/04/2015,,Command Units,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,55,114.65,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,56,113.94,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,57,113.48,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,58,111.82,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,59,111.59,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,60,109,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,61,107.01,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,62,106.37,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,63,105.6,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,64,104.62,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,65,103.38,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,66,102.67,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,67,101.39,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,68,100.47,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,69,99.34,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,70,97.18,FUEL,27/04/2015,,Command Units,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,71,95.78,FUEL,27/04/2015,,Command Units,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,72,88.72,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,73,88.23,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,74,86.07,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,75,86.02,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,76,79.71,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,77,79.28,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,78,77.67,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,79,74.68,FUEL,27/04/2015,,Command Units,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,80,67.06,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,81,66.68,FUEL,27/04/2015,,Command Units,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,82,66.67,FUEL,27/04/2015,,Operational Resilience,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,83,66.38,FUEL,27/04/2015,,Operations Non Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,84,65.14,FUEL,27/04/2015,,Command Units,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,85,61.42,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,86,61.13,FUEL,27/04/2015,,Operational Procedures,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,87,57.52,FUEL,27/04/2015,,Command Units,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,88,54.17,FUEL,27/04/2015,,Technical And Service Support,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,89,50.38,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,90,47.53,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,91,33.14,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,92,31.62,FUEL,27/04/2015,,Operational Procedures,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,93,25.58,FUEL,27/04/2015,,CBRN RRT,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,94,23.59,FUEL,27/04/2015,,Operational Resilience,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,95,17.9,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,96,17.28,FUEL,27/04/2015,,LIFE - LFB Funded,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,97,16.35,FUEL,27/04/2015,,Technical And Service Support,Vehicle Management
800060802,ALLSTAR BUSINESS SOLUTIONS LTD,E2004584217,98,7.5,FUEL,27/04/2015,,Operations Fire Stations,Vehicle Management
160415H,NCC SERVICES LTD==============,E895942,1,"1,235.00",MAINTENANCE & SUPPORT,27/04/2015,"1,235.00",Information and Communication Technology,ICT
160415H,NCC SERVICES LTD==============,E895966,1,845,MAINTENANCE & SUPPORT,27/04/2015,845,Information and Communication Technology,ICT
210415H,KIER BUILDING SERV ENGINEERS==,F00052319,1,"1,803.11",STRATEGIC (NON CYCLICAL),27/04/2015,"2,336.83",Technical And Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052319,2,533.72,STRATEGIC (NON CYCLICAL),27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052636,1,539.28,STRATEGIC (CYCLICAL),27/04/2015,539.28,Technical and Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052638,1,598.54,STRATEGIC (CYCLICAL),27/04/2015,598.54,Technical and Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052640,1,309.75,STRATEGIC (CYCLICAL),27/04/2015,309.75,Technical and Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052641,1,997.6,STRATEGIC (CYCLICAL),27/04/2015,997.6,Technical and Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052642,1,589.74,STRATEGIC (CYCLICAL),27/04/2015,589.74,Technical and Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052643,1,"1,048.34",STRATEGIC (CYCLICAL),27/04/2015,"1,048.34",Technical and Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052644,1,599.43,STRATEGIC (CYCLICAL),27/04/2015,599.43,Technical And Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052937,1,"11,863.64",STRATEGIC (CYCLICAL),27/04/2015,"11,863.64",Technical And Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052938,1,"1,148.54",STRATEGIC (NON CYCLICAL),27/04/2015,"1,148.54",Technical and Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052941,1,692.58,STRATEGIC (CYCLICAL),27/04/2015,692.58,Technical and Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052942,1,"1,196.57",STRATEGIC (CYCLICAL),27/04/2015,"1,196.57",Technical and Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052943,1,280.54,STRATEGIC (CYCLICAL),27/04/2015,280.54,Technical and Service Support,"Works - Construction, R&M"
210415H,KIER BUILDING SERV ENGINEERS==,F00052944,1,740.11,STRATEGIC (CYCLICAL),27/04/2015,740.11,Technical and Service Support,"Works - Construction, R&M"
220415G,HALL FUELS,I07488950,1,"2,308.25",FUEL,27/04/2015,"2,308.25",Operations Fire Stations,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082389,1,465.78,LEASE CAR CHARGES,27/04/2015,465.78,Procurement,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082389,2,-40.31,VAT CAR LEASING,27/04/2015,,Finance Services,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082389,3,40.31,LEASE CAR CHARGES,27/04/2015,,Procurement,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082390,1,365.83,LEASE CAR CHARGES,27/04/2015,365.83,Procurement,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082390,2,-31.68,VAT CAR LEASING,27/04/2015,,Finance Services,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082390,3,31.68,LEASE CAR CHARGES,27/04/2015,,Procurement,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082391,1,533.51,LEASE CAR CHARGES,27/04/2015,533.51,Procurement,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082391,2,-47.37,VAT CAR LEASING,27/04/2015,,Finance Services,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082391,3,47.37,LEASE CAR CHARGES,27/04/2015,,Procurement,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082393,1,421.55,LEASE CAR CHARGES,27/04/2015,421.55,Procurement,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082393,2,-37.27,VAT CAR LEASING,27/04/2015,,Finance Services,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082393,3,37.27,LEASE CAR CHARGES,27/04/2015,,Procurement,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082394,1,370.39,LEASE CAR CHARGES,27/04/2015,370.39,Procurement,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082394,2,-32.96,VAT CAR LEASING,27/04/2015,,Finance Services,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082394,3,32.96,LEASE CAR CHARGES,27/04/2015,,Procurement,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082395,1,419.3,LEASE CAR CHARGES,27/04/2015,419.3,Procurement,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082395,2,-37.89,VAT CAR LEASING,27/04/2015,,Finance Services,Vehicle Management
902525,JCT600 VEHICLE LEASING,INV00082395,3,37.89,LEASE CAR CHARGES,27/04/2015,,Procurement,Vehicle Management
170415H,UNIVERSITY OF SALFORD,INV007955,1,597,PROFESSIONAL DEVELOPMENT,27/04/2015,597,Corporate Projects,Building Constr Materials
210415H,COFELY WORKPLACE LIMITED,M135046,1,677.85,STRATEGIC (NON CYCLICAL),27/04/2015,677.85,Technical and Service Support,"Works - Construction, R&M"
220415H,PHOENIX SOFTWARE LTD==========,OP/I751653,1,"9,000.00",MAINTENANCE & SUPPORT,27/04/2015,"16,500.00",Information and Communication Technology,ICT
220415H,PHOENIX SOFTWARE LTD==========,OP/I751653,2,"4,500.00",MAINTENANCE & SUPPORT,27/04/2015,,Information and Communication Technology,ICT
220415H,PHOENIX SOFTWARE LTD==========,OP/I751653,3,"2,000.00",MAINTENANCE & SUPPORT,27/04/2015,,Information and Communication Technology,ICT
220415H,PHOENIX SOFTWARE LTD==========,OP/I751653,4,"1,000.00",MAINTENANCE & SUPPORT,27/04/2015,,Information and Communication Technology,ICT
220415H,GROUND CONTROL LIMITED,SIN052828,1,13.34,GROUNDS MAINTENANCE,27/04/2015,996.1,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,2,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,3,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,4,42.7,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,5,42.7,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,6,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,7,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,8,55.32,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,9,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,10,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,11,62,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,12,46.43,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,13,50.44,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,14,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,15,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,16,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,17,50.44,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,18,15.9,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,19,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,20,51.77,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,21,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,22,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,23,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,24,50.44,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,25,46.43,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,26,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,27,46.43,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,28,15.9,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,29,50.44,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,30,50.44,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,31,50.44,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,32,47.59,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,33,13.34,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
220415H,GROUND CONTROL LIMITED,SIN052828,34,6.85,GROUNDS MAINTENANCE,27/04/2015,,Technical And Service Support,"Works - Construction, R&M"
