 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclasss
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,14,263.88,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,15,167.51,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,16,282.58,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,17,255.41,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,18,240.51,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,19,215.73,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,20,314.05,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,21,296.25,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,22,148.63,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,23,209.7,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,24,37.1,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,25,31.44,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,26,173.83,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,27,244.76,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,28,277.05,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,29,96.03,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,30,102.19,GAS,27/08/2015,,Technical And Service Support,Utilities
141151,CORONA ENERGY RETAIL 4 LTD,1035807154,31,17.02,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,1,270.62,GAS,27/08/2015,"9,546.16",Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,2,33.12,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,3,126.95,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,4,"1,052.64",GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,5,250.63,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,6,56.41,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,7,148.92,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,8,500.35,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,9,256.64,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,10,937.44,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,11,166.35,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,12,628.99,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,13,202.85,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,14,163.56,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,15,240.58,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,16,309.11,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,17,88.6,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,18,85.41,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,19,88.37,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,20,87.7,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,21,194.94,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,22,179.86,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,23,75.22,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,24,74.64,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,25,109.44,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,26,327.74,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,27,225.86,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,28,480.73,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,29,156.41,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,30,728.25,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,31,332.72,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,32,284.85,GAS,27/08/2015,,Technical And Service Support,Utilities
141152,CORONA ENERGY RETAIL 4 LTD,1035807155,33,680.26,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,1,58.91,GAS,27/08/2015,"5,022.35",Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,2,58.14,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,3,154.23,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,4,131.9,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,5,39.99,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,6,46.08,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,7,239.71,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,8,236.98,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,9,217.07,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,10,174.04,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,11,610.06,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,12,75.72,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,13,79.64,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,14,211.81,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,15,186.81,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,16,204.28,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,17,263.7,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,18,115.45,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,19,94.25,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,20,308.19,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,21,272.83,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,22,98.51,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,23,93.29,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,24,64.85,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,25,66.94,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,26,82.23,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,27,84.3,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,28,49.8,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,29,51.46,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,30,285.92,GAS,27/08/2015,,Technical And Service Support,Utilities
141153,CORONA ENERGY RETAIL 4 LTD,1035807156,31,365.26,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,1,261.19,GAS,27/08/2015,"8,123.11",Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,2,214.42,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,3,275.43,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,4,252.3,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,5,443.68,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,6,413.08,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,7,346.71,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,8,348.44,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,9,71.61,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,10,285.72,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,11,227.39,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,12,191.13,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,13,184.74,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,14,299.79,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,15,297.62,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,16,71.66,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,17,84.48,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,18,100.44,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,19,120.58,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,20,9.3,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,21,302.25,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,22,316.48,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,23,563.03,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,24,524.52,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,25,440.25,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,26,330.86,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,27,319.83,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,28,187.95,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,29,124.68,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,30,29.27,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,31,322.01,GAS,27/08/2015,,Technical And Service Support,Utilities
141154,CORONA ENERGY RETAIL 4 LTD,1035807157,32,162.27,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,1,288.9,GAS,27/08/2015,"4,916.95",Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,2,243.91,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,3,132.92,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,4,131.99,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,5,529.3,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,6,321.01,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,7,118.48,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,8,301.74,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,9,399,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,10,482.47,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,11,23.85,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,12,261.39,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,13,348.25,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,14,704.01,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,15,336.75,GAS,27/08/2015,,Technical And Service Support,Utilities
141155,CORONA ENERGY RETAIL 4 LTD,1035807158,16,292.98,GAS,27/08/2015,,Technical And Service Support,Utilities
210815H,BRENDON POWERWASHERS==========,132699,1,"1,595.00",PURCHASE,27/08/2015,"1,595.00",Technical And Service Support,Cleaning & Janitorial
110815M,H J HALL & SON================,144125,1,720,UNIFORMS - POMS,27/08/2015,959.93,Procurement,Clothing
110815M,H J HALL & SON================,144125,2,239.93,UNIFORMS - POMS,27/08/2015,,Procurement,Clothing
170815H,H&A HEIGHT SERVICES LTD=======,1481,1,"4,125.00",STRATEGIC (CYCLICAL),27/08/2015,"4,125.00",Technical And Service Support,"Works - Construction, R&M"
800064785,REDFERN TRAVEL LTD,1544369,1,317.94,PUBLIC TRANSPORT,27/08/2015,317.94,National Operational Guidance Project,Human Resources
800064786,REDFERN TRAVEL LTD,1551573,1,385.4,PUBLIC TRANSPORT,27/08/2015,385.4,National Operational Guidance Project,Human Resources
210815H,ENTEL UK LTD==================,169551,1,9,RADIO,27/08/2015,484,Information and Communication Technology,ICT
210815H,ENTEL UK LTD==================,169551,2,85,RADIO,27/08/2015,,Information and Communication Technology,ICT
210815H,ENTEL UK LTD==================,169551,3,85,RADIO,27/08/2015,,Information and Communication Technology,ICT
210815H,ENTEL UK LTD==================,169551,4,85,RADIO,27/08/2015,,Information and Communication Technology,ICT
210815H,ENTEL UK LTD==================,169551,5,85,RADIO,27/08/2015,,Information and Communication Technology,ICT
210815H,ENTEL UK LTD==================,169551,6,45,RADIO,27/08/2015,,Information and Communication Technology,ICT
210815H,ENTEL UK LTD==================,169551,7,45,RADIO,27/08/2015,,Information and Communication Technology,ICT
210815H,ENTEL UK LTD==================,169551,8,45,RADIO,27/08/2015,,Information and Communication Technology,ICT
240815M,AIRSERVICES(UK)===============,18095,1,286,REPAIR & MAINTENANCE,27/08/2015,286,Technical And Service Support,Fire & Rescue
240815M,PAVILION PUBLISHING LTD,190200,1,588,PROFESSIONAL DEVELOPMENT,27/08/2015,588,National Operational Guidance Project,Education
141157,MISS SARAH LE FEVRE===========,232683*,1,"2,440.00",PROFESSIONAL FEES ENFORCEMENT,27/08/2015,"2,440.00",Legal & Democratic Services,Legal Services
141157,MISS BO-EUN JUNG==============,233892A,1,560,PROFESSIONAL FEES ENFORCEMENT,27/08/2015,560,Legal & Democratic Services,Legal Services
200815M,ARKAS LIMITED=================,27367,1,420.82,STRATEGIC (CYCLICAL),27/08/2015,"1,318.25",Technical And Service Support,"Works - Construction, R&M"
200815M,ARKAS LIMITED=================,27367,2,469.43,STRATEGIC (CYCLICAL),27/08/2015,,Technical And Service Support,"Works - Construction, R&M"
200815M,ARKAS LIMITED=================,27367,3,230.5,STRATEGIC (CYCLICAL),27/08/2015,,Technical And Service Support,"Works - Construction, R&M"
200815M,ARKAS LIMITED=================,27367,4,197.5,STRATEGIC (CYCLICAL),27/08/2015,,Technical And Service Support,"Works - Construction, R&M"
210815H,ARKAS LIMITED=================,27368,1,360.15,STRATEGIC (CYCLICAL),27/08/2015,"2,321.89",Technical And Service Support,"Works - Construction, R&M"
210815H,ARKAS LIMITED=================,27368,2,904.78,STRATEGIC (CYCLICAL),27/08/2015,,Technical And Service Support,"Works - Construction, R&M"
210815H,ARKAS LIMITED=================,27368,3,382.25,STRATEGIC (CYCLICAL),27/08/2015,,Technical And Service Support,"Works - Construction, R&M"
210815H,ARKAS LIMITED=================,27368,4,674.71,STRATEGIC (CYCLICAL),27/08/2015,,Technical And Service Support,"Works - Construction, R&M"
200815M,ARKAS LIMITED=================,27369,1,214,STRATEGIC (CYCLICAL),27/08/2015,"1,048.55",Technical And Service Support,"Works - Construction, R&M"
200815M,ARKAS LIMITED=================,27369,2,181,STRATEGIC (CYCLICAL),27/08/2015,,Technical And Service Support,"Works - Construction, R&M"
200815M,ARKAS LIMITED=================,27369,3,370.3,STRATEGIC (CYCLICAL),27/08/2015,,Technical And Service Support,"Works - Construction, R&M"
200815M,ARKAS LIMITED=================,27369,4,283.25,STRATEGIC (CYCLICAL),27/08/2015,,Technical And Service Support,"Works - Construction, R&M"
210815H,ARKAS LIMITED=================,27452,1,333.75,TACTICAL DAY TO DAY,27/08/2015,"1,012.01",Technical And Service Support,"Works - Construction, R&M"
210815H,ARKAS LIMITED=================,27452,2,263.5,STRATEGIC (CYCLICAL),27/08/2015,,Technical And Service Support,"Works - Construction, R&M"
210815H,ARKAS LIMITED=================,27452,3,200.76,STRATEGIC (CYCLICAL),27/08/2015,,Technical And Service Support,"Works - Construction, R&M"
210815H,ARKAS LIMITED=================,27452,4,214,TACTICAL DAY TO DAY,27/08/2015,,Technical And Service Support,"Works - Construction, R&M"
